任务id,任务名,主线/支线,对话/打怪/掉落/寻物,等级限制,前置任务ID,后置任务ID,可完成次数,任务内容,任务目标,任务目标数量,任务简介,任务说明,说明脚本,接任务追踪,追踪脚本,未完成说明,追踪脚本,已完成追踪,追踪脚本,接任务NPC,还任务NPC,接任务脚本,还任务脚本,接任务对话,还任务对话,未完成对话,经验,阅历,索尼,物品,怪物组Id和掉落机率,guideDoing,guideDoingScript,guideComplete,guideCompleteScript,完成任务等级限制,章节,特殊任务类型枚举
1019,狙击黑绸军7,2,2,1,71,0,1,击败铁军曹,187,5,击败铁军曹,击败|铁军曹^,openFB|5@14@187@187@6,去找|丝诺^领取任务,clickNPC|NPC15@map5,[支]狙击黑绸军7<br/>击败|铁军曹^({0}/{1}),openFB|5@14@187@187@6,[支]狙击黑绸军7<br/>去找|丝诺^完成任务,clickNPC|NPC15@map5,NPC15@map5,NPC15@map5,,clickNPC|NPC15@map5,黑绸军太可恶了，一定要好好惩罚他们。|好的。^接任务|[接受]狙击黑绸军7,我们不能放过一个黑绸军。|好的。^还任务|[完成]狙击黑绸军7,快点去吧。|好的。^进行中|[进行中]狙击黑绸军7,270250,90070,25600,2*80000*1,,击败|铁军曹^,openFB|5@14@187@187@6,去找|丝诺^完成任务,clickNPC|NPC15@map5,1,5,-1
72,第五层的怪物,1,2,1,71,73,1,击败布幽,196,1,击败布幽,击败|布幽^,openFB|5@14@196@196@6,去找|响铃村村长^领取任务,clickNPC|NPC16@map5,[主]第五层的怪物<br/>击败|布幽^({0}/{1}),openFB|5@14@196@196@6,[主]第五层的怪物<br/>去找|响铃村村长^完成任务,clickNPC|NPC16@map5,NPC16@map5,NPC16@map5,"openFB|5@14@196@196@6,addSection(194)",clickNPC|NPC16@map5,五层的怪物布幽刀枪不入，任何攻击都会被反弹。|如果把它冻成冰块的话还能反弹攻击吗？^接任务|[接受]第五层的怪物,玛兹尔塔的怪物都被你消灭了，我们去顶层抓白将军。|好的，你前面带路。^还任务|[完成]第五层的怪物,继续前进吧。|好的。^进行中|[进行中]第五层的怪物,270250,90070,25600,0,,击败|布幽^,openFB|5@14@196@196@6,去找|响铃村村长^完成任务,clickNPC|NPC16@map5,1,5,-1
73,恐怖的白将军,1,2,1,72,74,1,击败白将军,201,1,击败白将军,击败|白将军^,openFB|5@14@201@201@6,去找|响铃村村长^领取任务,clickNPC|NPC16@map5,[主]恐怖的白将军<br/>击败|白将军^({0}/{1}),openFB|5@14@201@201@6,[主]恐怖的白将军<br/>去找|响铃村村长^完成任务,clickNPC|NPC16@map5,NPC16@map5,NPC16@map5,"openFB|5@14@201@201@6,addSection(197)",clickNPC|NPC16@map5,没想到你真的达到他们的控制室了，他们还有很多厉害的角色在里面哟。|我知道了，我会小心的。^接任务|[接受]恐怖的白将军,你真的成功了，恭喜你。|这是我应该做的。^还任务|[完成]恐怖的白将军,都到最后一步了，只差一步，一步就好。|马上就去。^进行中|[进行中]恐怖的白将军,270250,90070,25600,0,,击败|白将军^,openFB|5@14@201@201@6,去找|响铃村村长^完成任务,clickNPC|NPC16@map5,1,5,-1
1020,狙击黑绸军8,2,2,1,73,0,1,击败布幽,196,5,击败布幽,击败|布幽^,openFB|5@14@196@196@6,去找|丝诺^领取任务,clickNPC|NPC15@map5,[支]狙击黑绸军8<br/>击败|布幽^({0}/{1}),openFB|5@14@196@196@6,[支]狙击黑绸军8<br/>去找|丝诺^完成任务,clickNPC|NPC15@map5,NPC15@map5,NPC15@map5,,clickNPC|NPC15@map5,黑绸军太可恶了，一定要好好惩罚他们。|好的。^接任务|[接受]狙击黑绸军8,我们不能放过一个黑绸军。|好的。^还任务|[完成]狙击黑绸军8,快点去吧。|好的。^进行中|[进行中]狙击黑绸军8,270250,90070,25600,2*80000*1,,击败|布幽^,openFB|5@14@196@196@6,去找|丝诺^完成任务,clickNPC|NPC15@map5,1,5,-1
74,继续出发,1,1,53,73,75,1,与小悟空对话,0,1,与小悟空对话,与|小悟空^对话,clickNPC|NPC16@map5,去找|响铃村村长^领取任务,clickNPC|NPC16@map5,[主]继续出发<br/>与|小悟空^对话,clickNPC|NPC14@map5,[主]继续出发<br/>去找|小悟空^完成任务,clickNPC|NPC14@map5,NPC16@map5,NPC14@map5,clickNPC|NPC14@map5,clickNPC|NPC14@map5,非常感谢你为我们响铃村除害，听丝诺说你也是在寻找龙珠，我这里正好也有一颗，就送给你吧。|谢谢你。^接任务|[接受]继续出发,终于又获得一颗龙珠了，我们继续修行吧。|好的。^还任务|[完成]继续出发,虽然你打败了此处的黑绸军，但是黑绸军的势力遍布世界，你千万要小心他们的报复。一切多加小心。|我知道了，谢谢你们。^进行中|[进行中]继续出发,270250,90070,25600,1*11017*1,,与|小悟空^对话,clickNPC|NPC16@map5,去找|小悟空^完成任务,clickNPC|NPC14@map5,1,5,-1
75,初来圣地,1,1,1,74,76,1,与小悟空对话,0,1,与小悟空对话,与|小悟空^对话,clickNPC|NPC14@map5,去找|小悟空^领取任务,clickNPC|NPC18@map6,[主]初到圣地<br/>与|小悟空^对话,clickNPC|NPC18@map6,[主]初到圣地<br/>去找|小悟空^完成任务,clickNPC|NPC18@map6,NPC14@map5,NPC18@map6,clickNPC|NPC18@map6,chapterShow|6,前面龙珠雷达有反应，我们过去看看。|好的。^接任务|[接受]初来圣地,这里是什么地方呢，我们去找个人问问。|好的。^还任务|[完成]初来圣地,希望这次这颗龙珠是爷爷是四星珠。|放心好了，总会找到的。^进行中|[进行中]初来圣地,270250,90070,25600,0,,与|小悟空^对话,clickNPC|NPC14@map5,去找|小悟空^完成任务,clickNPC|NPC18@map6,1,5,-1
76,营救乌巴,1,2,1,75,77,1,击败黑绸军总部部队3,204,1,击败黑绸军总部部队3,击败|黑绸军总部部队3^,openFB|6@15@204@204@6,去找|小悟空^领取任务,clickNPC|NPC18@map6,[主]营救乌巴<br/>击败|黑绸军总部部队3^({0}/{1}),openFB|6@15@204@204@6,[主]营救乌巴<br/>去找|小悟空^完成任务,clickNPC|NPC18@map6,NPC18@map6,NPC18@map6,"openFB|6@15@204@204@6,addSection(202)",clickNPC|NPC18@map6,好像在哪里见过那些人身上的标志，是黑绸军的人，他们正在用小孩子做人质要挟别人。|我们过去帮帮那个小孩。^接任务|[接受]营救乌巴,这些可恶的黑绸军居然用小孩子做人质。|希望他没事。^还任务|[完成]营救乌巴,小孩有危险，我们快上。|明白。^进行中|[进行中]营救乌巴,270250,90070,25600,0,,击败|黑绸军总部部队3^,openFB|6@15@204@204@6,去找|小悟空^完成任务,clickNPC|NPC18@map6,1,5,-1
77,圣地加林的情况,1,1,1,76,78,1,与乌巴对话,0,1,与乌巴对话,与|乌巴^对话,clickNPC|NPC18@map6,去找|小悟空^领取任务,clickNPC|NPC18@map6,[主]圣地加林的情况<br/>与|乌巴^对话,clickNPC|NPC17@map6,[主]圣地加林的情况<br/>去找|乌巴^完成任务,clickNPC|NPC17@map6,NPC18@map6,NPC17@map6,clickNPC|NPC17@map6,showStory|第五章（圣地加林的情况）_clickNPC|NPC17@map6,不知道那个小男孩怎么样了呢？|我过去看看。^接任务|[接受]圣地加林的情况,我没受伤，你们是谁？|我们是修行路过的人。^还任务|[完成]圣地加林的情况,快过去看看。|希望他没事。^进行中|[进行中]圣地加林的情况,270250,90070,25600,0,,与|乌巴^对话,clickNPC|NPC18@map6,去找|乌巴^完成任务,clickNPC|NPC17@map6,1,5,-1
78,可恶的黑绸军,1,2,1,77,79,1,击败黄上校,207,1,击败黄上校,击败|黄上校^,openFB|6@15@207@207@6,去找|乌巴^领取任务,clickNPC|NPC17@map6,[主]可恶的黑绸军<br/>击败|黄上校^({0}/{1}),openFB|6@15@207@207@6,[主]可恶的黑绸军<br/>去找|乌巴^完成任务,clickNPC|NPC17@map6,NPC17@map6,NPC17@map6,"openFB|6@15@207@207@6,addSection(205)",clickNPC|NPC17@map6,黑绸军的人又来了。这颗珠子是我爸爸在河边捡到的，为了抢到它黑绸军的人袭击了附近几个村子的人。|这帮家伙无恶不作，我替你们收拾他们。^接任务|[接受]可恶的黑绸军,你们把他们打跑了，之前只有我爸爸能够打败他们，你们真厉害。|你爸爸也很厉害啊，一个人就能让他们全军覆没。^还任务|[完成]可恶的黑绸军,我们再给这些黑绸军的家伙一点颜色看看。|我去教训他们。^进行中|[进行中]可恶的黑绸军,270250,90070,25600,0,,击败|黄上校^,openFB|6@15@207@207@6,去找|乌巴^完成任务,clickNPC|NPC17@map6,1,5,-1
79,为了龙珠的挑战,1,2,1,78,80,1,击败圣地守卫部队3,210,1,击败圣地守卫部队3,击败|圣地守卫部队3^,openFB|6@15@210@210@6,去找|乌巴^领取任务,clickNPC|NPC17@map6,[主]为了龙珠的挑战<br/>击败|圣地守卫部队3^({0}/{1}),openFB|6@15@210@210@6,[主]为了龙珠的挑战<br/>去找|乌巴^完成任务,clickNPC|NPC17@map6,NPC17@map6,NPC17@map6,"openFB|6@15@210@210@6,addSection(208)",clickNPC|NPC17@map6,你们也在找龙珠？爸爸说要得到圣地勇士的馈赠就必须接受试练。|求之不得，我也正想和圣地勇士切磋一下。^接任务|[接受]为了龙珠的挑战,哇，太棒了，我都没有看清楚你们就赢了。|圣地勇士也很厉害，我们赢得也不简单。^还任务|[完成]为了龙珠的挑战,你们小心点，圣地勇士不允许任何人亵渎比武，他们都会使出全力的。|别担心，我们也会拿出全部实力。^进行中|[进行中]为了龙珠的挑战,270250,90070,25600,0,,击败|圣地守卫部队3^,openFB|6@15@210@210@6,去找|乌巴^完成任务,clickNPC|NPC17@map6,1,5,-1
80,获得龙珠,1,2,1,79,81,1,击败波拉,213,1,击败波拉,击败|波拉^,openFB|6@15@213@213@6,去找|乌巴^领取任务,clickNPC|NPC17@map6,[主]获得龙珠<br/>击败|波拉^({0}/{1}),openFB|6@15@213@213@6,[主]获得龙珠<br/>去找|乌巴^完成任务,clickNPC|NPC17@map6,NPC17@map6,NPC17@map6,"openFB|6@15@213@213@6,addSection(211)",clickNPC|NPC17@map6,我爸爸是圣地第一勇士，打败他你们就能得到圣地勇士的馈赠。|好的，我会努力的。^接任务|[接受]获得龙珠,你们太厉害了，等我长大了也要像你们一样厉害。|会的，你一定会成为一名优秀的圣地勇士。^还任务|[完成]获得龙珠,好久没有看到爸爸这么认真了。|你和你爸爸这样的对手交手我也很兴奋。^进行中|[进行中]获得龙珠,270250,90070,25600,0,,击败|波拉^,openFB|6@15@213@213@6,去找|乌巴^完成任务,clickNPC|NPC17@map6,1,6,-1
81,杀手桃白白,1,2,1,80,82,1,击败桃白白,219,1,击败桃白白,击败|桃白白^,openFB|6@15@219@219@6,去找|乌巴^领取任务,clickNPC|NPC17@map6,[主]杀手桃白白<br/>击败|桃白白^({0}/{1}),openFB|6@15@219@219@6,[主]杀手桃白白<br/>去找|乌巴^完成任务,clickNPC|NPC17@map6,NPC17@map6,NPC17@map6,"openFB|6@15@219@219@6,addSection(214)",clickNPC|NPC17@map6,什么东西飞过来了？上面好像有人？|小心，快躲开。^接任务|[接受]杀手桃白白,爸爸，爸爸被那个桃白白杀死了。呜呜呜。|对不起。不要难过了，我有办法救活你的爸爸。^还任务|[完成]杀手桃白白,是黑绸军的坏蛋又来抢龙珠了。|这里有我们和你爸爸就行了，你躲到安全的地方去。^进行中|[进行中]杀手桃白白,270250,90070,25600,0,,击败|桃白白^,openFB|6@15@219@219@6,去找|乌巴^完成任务,clickNPC|NPC17@map6,1,6,-1
82,加林塔的神仙,1,2,1,81,83,1,击败加林仙人,225,1,击败加林仙人,击败|加林仙人^,openFB|6@15@225@225@6,去找|乌巴^领取任务,clickNPC|NPC17@map6,[主]加林塔的神仙<br/>击败|加林仙人^({0}/{1}),openFB|6@15@225@225@6,[主]加林塔的神仙<br/>去找|乌巴^完成任务,clickNPC|NPC17@map6,NPC17@map6,NPC17@map6,"openFB|6@15@225@225@6,addSection(220)",clickNPC|NPC17@map6,我们族人一直传说在加林塔顶的神仙有超圣水，喝了超圣水的人会功力大增，而且治愈伤势。|要打败黑绸军我们必须到塔顶提高实力。^接任务|[接受]加林塔的神仙,你们回来了！有没有喝到超圣水？|嗯，现在是黑绸军付出代价的时候了。^还任务|[完成]加林塔的神仙,你受了这么严重的伤还能爬上去吗？|可以的。^进行中|[进行中]加林塔的神仙,297250,99070,27100,0,,击败|加林仙人^,openFB|6@15@225@225@6,去找|乌巴^完成任务,clickNPC|NPC17@map6,1,6,-1
83,出发黑绸军总部,1,1,55,82,84,1,与小悟空对话,0,1,与小悟空对话,与|小悟空^对话,clickNPC|NPC17@map6,去找|乌巴^领取任务,clickNPC|NPC17@map6,[主]出发黑绸军总部<br/>与|小悟空^对话,clickNPC|NPC18@map6,[主]出发黑绸军总部<br/>去找|小悟空^完成任务,clickNPC|NPC18@map6,NPC17@map6,NPC18@map6,clickNPC|NPC18@map6,clickNPC|NPC18@map6,我相信你们一定可以打败黑绸军，救活我爸爸。|放心好了，神龙能够实现任何人的愿望。^接任务|[接受]出发黑绸军总部,龙珠雷达显示有两颗龙珠聚到了一起，那里一定是黑绸军的总部。|我们直捣黄龙，彻底消灭他们。^还任务|[完成]出发黑绸军总部,小悟空有什么好的方法吗？|肯定有的。^进行中|[进行中]出发黑绸军总部,297250,99070,27100,0,,与|小悟空^对话,clickNPC|NPC17@map6,去找|小悟空^完成任务,clickNPC|NPC18@map6,1,6,-1
84,突入总部,1,2,1,83,85,1,击败黄上校,229,1,击败黄上校,击败|黄上校^,openFB|6@16@229@229@6,去找|小悟空^领取任务,clickNPC|NPC18@map6,[主]突入总部<br/>击败|黄上校^({0}/{1}),openFB|6@16@229@229@6,[主]突入总部<br/>去找|小悟空^完成任务,clickNPC|NPC18@map6,NPC18@map6,NPC18@map6,"openFB|6@16@229@229@6,addSection(226)",clickNPC|NPC18@map6,找到了，在那里。|让我们闹个天翻地覆吧。^接任务|[接受]突入总部,他们人虽然很多，但是实力都很弱。|不要太大意，黑绸军也是藏龙卧虎。^还任务|[完成]突入总部,看我的，开始进攻。|等等我。^进行中|[进行中]突入总部,297250,99070,27100,0,,击败|黄上校^,openFB|6@16@229@229@6,去找|小悟空^完成任务,clickNPC|NPC18@map6,1,6,-1
85,再遇蓝将军,1,2,1,84,86,1,击败蓝将军,233,1,击败蓝将军,击败|蓝将军^,openFB|6@16@233@233@6,去找|小悟空^领取任务,clickNPC|NPC18@map6,[主]再遇蓝将军<br/>击败|蓝将军^({0}/{1}),openFB|6@16@233@233@6,[主]再遇蓝将军<br/>去找|小悟空^完成任务,clickNPC|NPC18@map6,NPC18@map6,NPC18@map6,"openFB|6@16@233@233@6,addSection(230)",clickNPC|NPC18@map6,是蓝将军，不要看他的眼睛。|恩，明白。^接任务|[接受]再遇蓝将军,同样的招数不会对我们有效两次。|继续前进，彻底捣毁他们的总部。^还任务|[完成]再遇蓝将军,蓝将军已经交手过很多次了，你还在怕吗？|没有呀。^进行中|[进行中]再遇蓝将军,297250,99070,27100,0,,击败|蓝将军^,openFB|6@16@233@233@6,去找|小悟空^完成任务,clickNPC|NPC18@map6,1,6,-1
86,疯狂的黑绸军,1,2,1,85,87,1,击败白将军,238,1,击败白将军,击败|白将军^,openFB|6@16@238@238@6,去找|小悟空^领取任务,clickNPC|NPC18@map6,[主]疯狂的黑绸军<br/>击败|白将军^({0}/{1}),openFB|6@16@238@238@6,[主]疯狂的黑绸军<br/>去找|小悟空^完成任务,clickNPC|NPC18@map6,NPC18@map6,NPC18@map6,"openFB|6@16@238@238@6,addSection(234)",clickNPC|NPC18@map6,是白将军，他也逃回总部了？|看样子熟人很多嘛，不过都是手下败将。^接任务|[接受]疯狂的黑绸军,干得好，黑绸军的人开始逃跑了。|不要管小喽啰，直接去找龙珠。^还任务|[完成]疯狂的黑绸军,还愣在这里干什么呀？|马上去。^进行中|[进行中]疯狂的黑绸军,297250,99070,27100,0,,击败|白将军^,openFB|6@16@238@238@6,去找|小悟空^完成任务,clickNPC|NPC18@map6,1,6,-1
87,幕后黑手,1,2,1,86,88,1,击败青副官,243,1,击败青副官,击败|青副官^,openFB|6@16@243@243@6,去找|小悟空^领取任务,clickNPC|NPC18@map6,[主]幕后黑手<br/>击败|青副官^({0}/{1}),openFB|6@16@243@243@6,[主]幕后黑手<br/>去找|小悟空^完成任务,clickNPC|NPC18@map6,NPC18@map6,NPC18@map6,"openFB|6@16@243@243@6,addSection(239)",clickNPC|NPC18@map6,原来幕后的黑手是青副官，一切的坏事都是他操控的，去解决掉他吧。|好的。^接任务|[接受]幕后黑手,不能让他跑了。|明白。^还任务|[完成]幕后黑手,你怎么还在这里呀？|马上就去。^进行中|[进行中]幕后黑手,297250,99070,27100,0,,击败|青副官^,openFB|6@16@243@243@6,去找|小悟空^完成任务,clickNPC|NPC18@map6,1,6,-1
88,机械青副官,1,2,1,87,89,1,击败青副官,246,1,击败青副官,击败|青副官^,openFB|6@16@246@246@6,去找|小悟空^领取任务,clickNPC|NPC18@map6,[主]机械青副官<br/>击败|青副官^({0}/{1}),openFB|6@16@246@246@6,[主]机械青副官<br/>去找|小悟空^完成任务,clickNPC|NPC18@map6,NPC18@map6,NPC18@map6,"openFB|6@16@246@246@6,addSection(244)",clickNPC|NPC18@map6,疼死我了，他机器人的力量不输我。|机器人虽然力量很大但是很不灵活，浑身都是破绽。^接任务|[接受]机械青副官,好险，要是被他的发射导弹打中我们也跑不了。|还是你反应快将导弹踢飞。现在开始黑绸军成为历史。^还任务|[完成]机械青副官,快点，青副官要跑了。|我这就去。^进行中|[进行中]机械青副官,297250,99070,27100,0,,击败|青副官^,openFB|6@16@246@246@6,去找|小悟空^完成任务,clickNPC|NPC18@map6,1,6,-1
89,黑绸军的逆袭,1,2,1,88,90,1,击败黑绸军的逆袭,251,1,击败黑绸军的逆袭,击败|黑绸军的逆袭^,openFB|6@16@251@251@6,去找|小悟空^领取任务,clickNPC|NPC18@map6,[主]黑绸军的逆袭<br/>击败|黑绸军的逆袭^({0}/{1}),openFB|6@16@251@251@6,[主]黑绸军的逆袭<br/>去找|小悟空^完成任务,clickNPC|NPC18@map6,NPC18@map6,NPC18@map6,"openFB|6@16@251@251@6,addSection(247)",clickNPC|NPC18@map6,咦？他们又围上来了。|这是最后还在效忠黑绸军的人，这些人坚持不了多久。^接任务|[接受]黑绸军的逆袭,他们撤退了，我们赢了！对了龙珠。|龙珠在这里，现在只剩下最后一颗。 ^还任务|[完成]黑绸军的逆袭,还不去消灭剩下的黑绸军。|好的。^进行中|[进行中]黑绸军的逆袭,297250,99070,27100,0,,击败|黑绸军的逆袭^,openFB|6@16@251@251@6,去找|小悟空^完成任务,clickNPC|NPC18@map6,1,6,-1
90,最后的龙珠,1,1,57,89,91,1,与龟仙人对话,0,1,与龟仙人对话,与|龟仙人^对话,clickNPC|NPC18@map6,去找|小悟空^领取任务,clickNPC|NPC18@map6,[主]最后的龙珠<br/>与|龟仙人^对话,clickNPC|NPC19@map7,[主]最后的龙珠<br/>去找|龟仙人^完成任务,clickNPC|NPC19@map7,NPC18@map6,NPC19@map7,clickNPC|NPC19@map7,clickNPC|NPC19@map7,雷达显示不出来最后一颗龙珠的下落，要不去问问龟仙人？|好的。^接任务|[接受]最后的龙珠,有无法解决的问题或许可以去问水晶婆婆。|水晶婆婆？她在哪里？^还任务|[完成]最后的龙珠,怎么还不去呢？|好的，去吧。^进行中|[进行中]最后的龙珠,297250,99070,27100,0,,与|龟仙人^对话,clickNPC|NPC16@map6,去找|龟仙人^完成任务,clickNPC|NPC19@map7,1,6,-1
91,水晶婆婆的考验,1,1,1,90,92,1,与水晶婆婆对话,0,1,与水晶婆婆对话,与|水晶婆婆^对话,clickNPC|NPC19@map7,去找|龟仙人^领取任务,clickNPC|NPC19@map7,[主]水晶婆婆的考验<br/>与|水晶婆婆^对话,clickNPC|NPC20@map7,[主]水晶婆婆的考验<br/>去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,NPC19@map7,NPC20@map7,clickNPC|NPC20@map7,activeFunction(15),水晶婆婆住在自己的宫殿，要让她占卜需要接受她的考验。|考验？和武道会一样吗？^接任务|[接受]水晶婆婆的考验,只有挑战过我的战士，全部胜利以后，你就有资格询问你想问的事情了。|好的，我明白了，我一定会胜利的。^还任务|[完成]水晶婆婆的考验,你怎么还不去呢？|马上就去。^进行中|[进行中]水晶婆婆的考验,297250,99070,27100,1*11019*1,,与|水晶婆婆^对话,clickNPC|NPC19@map7,去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,1,6,-1
92,第一场比试,1,2,1,91,93,1,击败蝙蝠人,256,1,击败蝙蝠人,击败|蝙蝠人^,openFB|6@17@256@256@6,去找|水晶婆婆^领取任务,clickNPC|NPC20@map7,[主]第一场比试<br/>击败|蝙蝠人^({0}/{1}),openFB|6@17@256@256@6,[主]第一场比试<br/>去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,NPC20@map7,NPC20@map7,"openFB|6@17@256@256@6,addSection(252)",clickNPC|NPC20@map7,我只对比武和钱感兴趣。如果你给我一千万，我就直接告诉你龙珠在哪。|不必了，我只想向更多的高手挑战。^接任务|[接受]第一场比试,没想到你居然巧妙的攻击蝙蝠人的弱点，不过我们的战士会越来越强哟。|没问题。^还任务|[完成]第一场比试,现在反悔还来得及。|我有通过五场比试的自信。^进行中|[进行中]第一场比试,297250,99070,27100,0,,击败|蝙蝠人^,openFB|6@17@256@256@6,去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,1,6,-1
93,看不见的战斗,1,2,1,92,94,1,击败透明人,261,1,击败透明人,击败|透明人^,openFB|6@17@261@261@6,去找|水晶婆婆^领取任务,clickNPC|NPC20@map7,[主]看不见的战斗<br/>击败|透明人^({0}/{1}),openFB|6@17@261@261@6,[主]看不见的战斗<br/>去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,NPC20@map7,NPC20@map7,"openFB|6@17@261@261@6,addSection(257)",clickNPC|NPC20@map7,能够利用对手的弱点，你们果然很聪明。可是如果看不见对手你们要怎么找到他的弱点呢？|看不见的对手？你在说什么？^接任务|[接受]看不见的战斗,漂亮，你们是用脑子在战斗。你们的表现我很满意，不过比试还没有结束。|过奖了，剩下的对手在哪？^还任务|[完成]看不见的战斗,你可要小心哦，我的战士已经上场了。|什么？他在哪里？^进行中|[进行中]看不见的战斗,297250,99070,27100,0,,击败|透明人^,openFB|6@17@261@261@6,去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,1,6,-1
94,恐怖的木乃伊,1,2,1,93,95,1,击败木乃伊,266,1,击败木乃伊,击败|木乃伊^,openFB|6@17@266@266@6,去找|水晶婆婆^领取任务,clickNPC|NPC20@map7,[主]恐怖的木乃伊<br/>击败|木乃伊^({0}/{1}),openFB|6@17@266@266@6,[主]恐怖的木乃伊<br/>去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,NPC20@map7,NPC20@map7,"openFB|6@17@266@266@6,addSection(262)",clickNPC|NPC20@map7,第三场比试不是那么容易通过的，快上去应战吧。|希望这次的对手不会让我失望。^接任务|[接受]恐怖的木乃伊,没想到木乃伊都被你打败了，看来我要出绝招了。|还有什么厉害的对手都放出来吧！^还任务|[完成]恐怖的木乃伊,要么认输，要么死，你看着办吧。|我是不会认输的。^进行中|[进行中]恐怖的木乃伊,324250,108070,28600,0,,击败|木乃伊^,openFB|6@17@266@266@6,去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,1,6,-1
95,来自地狱的使者,1,2,1,94,96,1,击败地狱使者,271,1,击败地狱使者,击败|地狱使者^,openFB|6@17@271@271@6,去找|水晶婆婆^领取任务,clickNPC|NPC20@map7,[主]来自地狱的使者<br/>击败|地狱使者^({0}/{1}),openFB|6@17@271@271@6,[主]来自地狱的使者<br/>去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,NPC20@map7,NPC20@map7,"openFB|6@17@271@271@6,addSection(267)",clickNPC|NPC20@map7,这次的对手来自地狱，是我引以为豪的战士，去应战吧！|地狱的战士我倒想见识下。^接任务|[接受]来自地狱的使者,不要太得意，最后一关不是那么好过的。|等下打赢了，要记得帮我占卦。^还任务|[完成]来自地狱的使者,恶魔使者的地狱光波能让有邪念的人自爆，是个不可小觑的对手。|我会尽全力的。^进行中|[进行中]来自地狱的使者,324250,108070,28600,0,,击败|地狱使者^,openFB|6@17@271@271@6,去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,1,6,-1
96,最后的比试,1,2,1,95,97,1,击败孙悟饭,276,1,击败孙悟饭,击败|孙悟饭^,openFB|6@17@276@276@6,去找|水晶婆婆^领取任务,clickNPC|NPC20@map7,[主]最后的比试<br/>击败|孙悟饭^({0}/{1}),openFB|6@17@276@276@6,[主]最后的比试<br/>去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,NPC20@map7,NPC20@map7,"openFB|6@17@276@276@6,addSection(272)",clickNPC|NPC20@map7,你们是龟仙流的弟子，接下来的对手或许会让你们大吃一惊。|这个对手虽然戴着面具但却很正经，必须小心应付。^接任务|[接受]最后的比试,难以置信，五个战士全都不是你们的对手。没办法只能替你们免费占卜了。|过奖了。只是没想到最后的对手居然是悟空的爷爷。^还任务|[完成]最后的比试,如何，是不是有股熟悉的味道？|他的架势很像龟仙人。^进行中|[进行中]最后的比试,324250,108070,28600,0,,击败|孙悟饭^,openFB|6@17@276@276@6,去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,1,6,-1
97,伙伴的挑战,1,2,1,96,98,1,击败孙悟空,281,1,击败孙悟空,击败|孙悟空^,openFB|6@17@281@281@6,去找|水晶婆婆^领取任务,clickNPC|NPC20@map7,[主]伙伴的挑战<br/>击败|孙悟空^({0}/{1}),openFB|6@17@281@281@6,[主]伙伴的挑战<br/>去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,NPC20@map7,NPC20@map7,"openFB|6@17@281@281@6,addSection(277)",clickNPC|NPC20@map7,按照约定我会免费占卜一次，但是我只为一个人占卜。你们俩交手，赢的人可以提出自己的问题。|好的，正好可以跟他们切磋一下。^接任务|[接受]伙伴的挑战,漂亮，今天我很满足，现在开始为你们占卜吧。|我突然想明白，我们只有一个问题干嘛非得打一场？^还任务|[完成]伙伴的挑战,你们是我见过最厉害的战士，这场比试想必会非常精彩。|放心吧，不会让你失望的。^进行中|[进行中]伙伴的挑战,324250,108070,28600,0,,击败|孙悟空^,openFB|6@17@281@281@6,去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,1,6,-1
98,龙珠的下落,1,2,1,97,99,1,击败皮拉夫,282,1,击败皮拉夫,击败|皮拉夫^,openFB|7@17@282@282@6,去找|水晶婆婆^领取任务,clickNPC|NPC20@map7,[主]龙珠的下落<br/>击败|皮拉夫^({0}/{1}),openFB|6@17@282@282@6,[主]龙珠的下落<br/>去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,NPC20@map7,NPC20@map7,"openFB|6@17@282@282@6,addSection(282)",clickNPC|NPC20@map7,龙珠的位置已经确定了，在皮拉夫手里。|皮拉夫？他还是这么阴魂不散。^接任务|[接受]龙珠的下落,不愧是击败我手下的人，你再多来两次我就该破产了。|七颗龙珠集齐了，乌巴的爸爸可以复活了！^还任务|[完成]龙珠的下落,他在离这不远的沙漠区域，正往这里移动。|或许他们是来找我们手中的龙珠。^进行中|[进行中]龙珠的下落,324250,108070,28600,0,,击败|皮拉夫^,openFB|7@17@282@282@6,去找|水晶婆婆^完成任务,clickNPC|NPC20@map7,1,6,-1
